cluster_id,Bottles & Jars,Boxes & Cartons,Tubes & Sticks
0,66.12433940977377,19.399085564990205,14.47657502523603
1,14.343690551680405,78.38934686112873,7.266962587190869
2,20.510563380281692,32.74647887323944,46.74295774647887
3,4.8582995951417,90.2834008097166,4.8582995951417
4,25.0,58.333333333333336,16.666666666666664
